,Lp,code,url,title,rooms,price,price_m2,area,district
100,103,44qZD,https://www.otodom.pl/oferta/super-apartament-blisko-centrum-moze-byc-twoj-ID44qZD.html#1fa0ab5241,SUPER apartament blisko Centrum_może być Twój,3,685000.0,11048.0,62.0,ŚRÓDMIEŚCIE
101,104,44r01,https://www.otodom.pl/oferta/przytulne-i-funkcjonalne-mieszkanie-zainwestuj-ID44r01.html#1fa0ab5241,Przytulne i funkcjonalne mieszkanie_ZAINWESTUJ,2,534000.0,12419.0,43.0,WOLA
102,105,44r06,https://www.otodom.pl/oferta/wyjatkowe-pod-kazdym-wzgledem-apartamenty-na-woli-ID44r06.html#1fa0ab5241,Wyjątkowe pod każdym względem_apartamenty na Woli,1,417600.0,15467.0,27.0,WOLA
103,106,44r0c,https://www.otodom.pl/oferta/bliska-wola-nowe-mieszkania-od-dewelopera-ID44r0c.html#1fa0ab5241,Bliska Wola_NOWE mieszkania od Dewelopera,2,404600.0,10647.0,38.0,WOLA
104,107,44r0g,https://www.otodom.pl/oferta/kawalerka-w-26-pietrowym-apartamentowcu-na-woli-ID44r0g.html#1fa0ab5241,Kawalerka w 26 piętrowym apartamentowcu na Woli,1,238700.0,12241.0,19.5,WOLA
105,108,44r0l,https://www.otodom.pl/oferta/zamieszkaj-na-bliskiej-woli-mieszkania-od-333tys-ID44r0l.html#1fa0ab5241,Zamieszkaj na Bliskiej Woli_mieszkania od 333tys.,1,333200.0,11107.0,30.0,WOLA
106,109,44rqb,https://www.otodom.pl/oferta/trzy-pokoje-przy-metrze-bielany-ID44rqb.html#1fa0ab5241,Trzy pokoje przy metrze Bielany,3,1050000.0,10595.0,99.1,BIELANY
107,110,42AOP,https://www.otodom.pl/oferta/zoliborz-z-widokiem-na-kepe-potocka-ID42AOP.html#1fa0ab5241,Żoliborz z widokiem na Kępę Potocką,3,1425000.0,12955.0,110.0,ŻOLIBORZ
108,111,44dnb,https://www.otodom.pl/oferta/mieszkanie-patriotow-wawer-4-pokoje-blisko-skm-ID44dnb.html#1fa0ab5241,Mieszkanie Patriotów Wawer 4 pokoje blisko SKM,4,850000.0,10131.0,83.9,WAWER
109,112,44rpK,https://www.otodom.pl/oferta/3-pokoje-na-ochocie-pod-dzialalnosc-i-dla-rodziny-ID44rpK.html#1fa0ab5241,3 pokoje na Ochocie/Pod działalność i dla Rodziny/,3,570000.0,9194.0,62.0,OCHOTA
110,113,44rpG,https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-do-kapitalnego-remontu-ID44rpG.html#1fa0ab5241,Dwupokojowe mieszkanie do kapitalnego remontu,2,360000.0,7129.0,50.5,BEMOWO
111,114,43pSJ,https://www.otodom.pl/oferta/czteropokojowe-mieszkanie-z-antresola-ID43pSJ.html#1fa0ab5241,Czteropokojowe mieszkanie z antresolą,4,1199000.0,11990.0,100.0,ŻOLIBORZ
112,115,44rpA,https://www.otodom.pl/oferta/zamieszkaj-w-kamienicy-na-nowolipkach-ID44rpA.html#1fa0ab5241,Zamieszkaj w kamienicy na Nowolipkach !,2,573000.0,11814.0,48.5,ŚRÓDMIEŚCIE
113,116,44qTY,https://www.otodom.pl/oferta/stylowe-3-pokojowe-55m2-ochota-obok-blue-city-ID44qTY.html#1fa0ab5241,Stylowe 3-pokojowe 55m2 Ochota obok Blue City,3,720000.0,13091.0,55.0,OCHOTA
114,117,44i1H,https://www.otodom.pl/oferta/super-cena-gotowe-do-zamieszkania-klimatyzacja-ID44i1H.html#1fa0ab5241,"SUPER CENA, gotowe do zamieszkania, KLIMATYZACJA",3,602000.0,8600.0,70.0,URSUS
115,118,44rpp,https://www.otodom.pl/oferta/nowy-budynek-m4-taras-balkon-rodziny-polecam-ID44rpp.html#1fa0ab5241,Nowy Budynek M4 + taras + balkon Rodziny Polecam,4,730000.0,8488.0,86.0,WOLA
116,119,44rpn,https://www.otodom.pl/oferta/nowy-budynek-m4-taras-balkon-rodziny-polecam-ID44rpn.html#1fa0ab5241,Nowy Budynek M4 + taras + balkon Rodziny Polecam,4,730000.0,8488.0,86.0,ŚRÓDMIEŚCIE
117,120,44rpj,https://www.otodom.pl/oferta/kawalerka-zainwestuj-i-odlicz-45-000zl-ID44rpj.html#1fa0ab5241,Kawalerka zainwestuj i odlicz 45.000zł !,1,220000.0,11000.0,20.0,ŚRÓDMIEŚCIE
118,121,44rpg,https://www.otodom.pl/oferta/3-pokoje-2-lazienki-garderoba-blisko-centrum-ID44rpg.html#1fa0ab5241,3 pokoje 2_łazienki_+garderoba Blisko Centrum,3,560000.0,10370.0,54.0,ŚRÓDMIEŚCIE
119,122,44rp6,https://www.otodom.pl/oferta/widok-park-szczesliwicki-taras-12mkw-bezposr-ID44rp6.html#1fa0ab5241,widok PARK Szczęśliwicki - taras 12mkw - BEZPOŚR,3,790000.0,12670.0,62.35,OCHOTA
120,123,44dmj,https://www.otodom.pl/oferta/apartamenty-przy-krasinskiego-ID44dmj.html#1fa0ab5241,Apartamenty przy Krasińskiego,3,1100000.0,14865.0,74.0,ŻOLIBORZ
121,124,3XGms,https://www.otodom.pl/oferta/mieszkanie-warszawa-ochota-ID3XGms.html#1fa0ab5241,Mieszkanie - Warszawa Ochota,3,790000.0,11449.0,69.0,OCHOTA
122,125,40Eby,https://www.otodom.pl/oferta/sprzedam-2-pokojowe-na-gornym-mokotowie-ID40Eby.html#1fa0ab5241,Sprzedam 2 pokojowe na Górnym Mokotowie,2,429000.0,11000.0,39.0,MOKOTÓW
123,126,44roW,https://www.otodom.pl/oferta/apartament-w-zabytkowej-zoliborskiej-kamienicy-ID44roW.html#1fa0ab5241,Apartament w zabytkowej Żoliborskiej kamienicy,4,960000.0,9796.0,98.0,ŻOLIBORZ
124,127,42YLu,https://www.otodom.pl/oferta/absolutne-centrum-warszawy-ID42YLu.html#1fa0ab5241,Absolutne centrum Warszawy,3,780000.0,12863.0,60.64,ŚRÓDMIEŚCIE
125,128,44roS,https://www.otodom.pl/oferta/przestronny-apartament-przy-parku-ID44roS.html#1fa0ab5241,Przestronny apartament przy parku,4,1790000.0,12786.0,140.0,ŻOLIBORZ
126,129,44roN,https://www.otodom.pl/oferta/dwupoziomowe-na-goclawiu-ID44roN.html#1fa0ab5241,Dwupoziomowe na Gocławiu,5,879000.0,6867.0,128.0,PRAGA-POŁUDNIE
127,130,44roq,https://www.otodom.pl/oferta/eleganckie-mieszkanie-53-8m-bezposrednio-ID44roq.html#1fa0ab5241,"Eleganckie mieszkanie, 53,8m², bezpośrednio",2,780100.0,14500.0,53.8,PRAGA-POŁUDNIE
128,131,44roG,https://www.otodom.pl/oferta/kompaktowe-mieszkanie-wiele-mozliwosci-aranzacji-ID44roG.html#1fa0ab5241,Kompaktowe mieszkanie - wiele możliwości aranżacji,2,375000.0,7813.0,48.0,URSUS
129,132,44roF,https://www.otodom.pl/oferta/2-pokoje-z-ogrodkiem-125-m2-klucze-w-tym-roku-ID44roF.html#1fa0ab5241,"2 pokoje z ogródkiem 125 m2, klucze w tym roku",2,460000.0,10000.0,46.0,MOKOTÓW
130,133,44roE,https://www.otodom.pl/oferta/3-pok-w-komfortowym-metrazu-gotowe-do-odbioru-ID44roE.html#1fa0ab5241,"3 pok w komfortowym metrażu, gotowe do odbioru",3,550000.0,8185.0,67.2,MOKOTÓW
131,134,44roB,https://www.otodom.pl/oferta/2-pokoje-z-ogrodkiem-klucze-w-tym-roku-ID44roB.html#1fa0ab5241,"2 pokoje z ogródkiem, klucze w tym roku",2,319000.0,9969.0,32.0,MOKOTÓW
132,135,44ro3,https://www.otodom.pl/oferta/goclaw-nowa-inwestycja-ID44ro3.html#1fa0ab5241,Gocław - nowa inwestycja,2,430500.0,12216.0,35.24,PRAGA-POŁUDNIE
133,136,44rnl,https://www.otodom.pl/oferta/sprzedam-ID44rnl.html#1fa0ab5241,sprzedam,3,850000.0,13710.0,62.0,ŚRÓDMIEŚCIE
134,137,44rnX,https://www.otodom.pl/oferta/3-pokojowe-balkon-ogrodek-parking-mokotow-ID44rnX.html#1fa0ab5241,"3-pokojowe, balkon,ogródek,parking, Mokotów",3,770000.0,11493.0,67.0,MOKOTÓW
135,138,44rnV,https://www.otodom.pl/oferta/atrakcyjne-2-pokoje-taras-garaz-wilanow-ID44rnV.html#1fa0ab5241,"Atrakcyjne 2-pokoje,taras,garaż, Wilanów",2,570000.0,10364.0,55.0,WILANÓW
136,139,44rnQ,https://www.otodom.pl/oferta/3-pokojowe-balkon-targowek-ID44rnQ.html#1fa0ab5241,"3-pokojowe, balkon, Targówek",3,520000.0,8667.0,60.0,TARGÓWEK
137,140,44hSo,https://www.otodom.pl/oferta/mieszkanie-dwupokojowe-bemowo-ul-dywizjonu303-ID44hSo.html#1fa0ab5241,Mieszkanie dwupokojowe Bemowo ul. Dywizjonu303,2,579000.0,10165.0,56.96,BEMOWO
138,141,44rmZ,https://www.otodom.pl/oferta/mieszkanie-76-m-warszawa-ID44rmZ.html#1fa0ab5241,"Mieszkanie, 76 m², Warszawa",3,750000.0,9868.0,76.0,PRAGA-POŁUDNIE
139,142,44rmJ,https://www.otodom.pl/oferta/studio-kawalerka-lake-park-apartments-lodgia-6m2-ID44rmJ.html#1fa0ab5241,Studio kawalerka Lake Park Apartments lodgia 6m2,1,476800.0,14900.0,32.0,URSYNÓW
140,143,44rms,https://www.otodom.pl/oferta/2-pok-apartament-56-m2-ul-klobucka-23-ID44rms.html#1fa0ab5241,"2 pok. Apartament, 56 m2, ul. Kłobucka 23",2,675000.0,12195.0,55.35,URSYNÓW
141,144,44pjU,https://www.otodom.pl/oferta/bezposrednio-rezydencja-marina-ii-cesje-sprzedam-ID44pjU.html#1fa0ab5241,Bezpośrednio REZYDENCJA MARINA II /Cesje Sprzedam.,2,799000.0,15135.0,52.79,MOKOTÓW
142,145,44rlp,https://www.otodom.pl/oferta/bez-pcc-2-pokoje-i-garderoba-extra-lokalizacja-ID44rlp.html#1fa0ab5241,Bez PCC!!!2 pokoje i GARDEROBA! Extra lokalizacja!,2,659000.0,12922.0,51.0,PRAGA-POŁUDNIE
143,146,43270,https://www.otodom.pl/oferta/przytulne-mieszkanie-w-miasteczku-wilanow-ID43270.html#1fa0ab5241,Przytulne mieszkanie w Miasteczku Wilanów,2,659000.0,10969.0,60.08,WILANÓW
144,147,44aCb,https://www.otodom.pl/oferta/nowoczesny-apartament-z-niepowtarzalnym-widokiem-ID44aCb.html#1fa0ab5241,Nowoczesny Apartament z niepowtarzalnym widokiem,4,2289000.0,17234.0,132.82,URSYNÓW
145,148,44rlc,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-39-95m2-miasteczko-wilanow-ID44rlc.html#1fa0ab5241,"Mieszkanie 2-pokojowe, 39,95m2, Miasteczko Wilanów",2,500000.0,12516.0,39.95,WILANÓW
146,149,43Xv9,https://www.otodom.pl/oferta/super-kawalerka-qbik-woronicza-ID43Xv9.html#1fa0ab5241,Super kawalerka - Qbik Woronicza,1,435000.0,11647.0,37.35,MOKOTÓW
147,150,44rkV,https://www.otodom.pl/oferta/2-pokoje-gotowe-do-wprowadzenia-z-ogromnym-tarasem-ID44rkV.html#1fa0ab5241,2 pokoje gotowe do wprowadzenia z ogromnym tarasem,2,519000.0,14321.0,36.24,WOLA
148,151,44hxT,https://www.otodom.pl/oferta/1-pok-32m2-tarchomin-2pietro-bezposrednio-ID44hxT.html#2a80e35130,1-pok.32m2 Tarchomin 2piętro-bezpośrednio.,1,297000.0,9281.0,32.0,BIAŁOŁĘKA
149,152,44hJE,https://www.otodom.pl/oferta/piekne-mieszkanie-ochota-rakowiec-85-m2-ID44hJE.html#2a80e35130,"Piękne mieszkanie Ochota Rakowiec, 85 m2",3,970000.0,11412.0,85.0,OCHOTA
150,153,43xOg,https://www.otodom.pl/oferta/warszawa-ochota-34m2-apartament-okazja-ID43xOg.html#2a80e35130,Warszawa Ochota 34m2.Apartament Okazja!!!,2,386346.0,11400.0,33.89,WŁOCHY
151,154,44rl6,https://www.otodom.pl/oferta/taniej-niz-u-dewelopera-bliska-wola-ID44rl6.html#2a80e35130,Taniej niż u Dewelopera Bliska Wola,2,509000.0,13048.0,39.01,WOLA
152,155,44rl5,https://www.otodom.pl/oferta/gotowe-do-odbioru-rondo-wiatraczna-ID44rl5.html#2a80e35130,"Gotowe do odbioru, Rondo Wiatraczna",4,580000.0,7342.0,79.0,PRAGA-POŁUDNIE
153,156,44rl4,https://www.otodom.pl/oferta/inwestycja-gotowa-super-lokalizacja-metromarymot-ID44rl4.html#2a80e35130,"Inwestycja gotowa, Super Lokalizacja, MetroMarymot",2,360000.0,7186.0,50.1,BIAŁOŁĘKA
154,157,44rl3,https://www.otodom.pl/oferta/3-pokoje-18-min-do-metra-promocja-ID44rl3.html#2a80e35130,3 pokoje 18 min do Metra Promocja,3,316000.0,5623.0,56.2,BIAŁOŁĘKA
155,158,44rl0,https://www.otodom.pl/oferta/metro-marymont-inwestycja-gotowa-ostatnie-pie-ID44rl0.html#2a80e35130,"Metro Marymont, inwestycja gotowa !!! ostatnie pię",2,356000.0,7417.0,48.0,BIAŁOŁĘKA
156,159,44rl2,https://www.otodom.pl/oferta/2-pokoje-18-min-autobusem-do-stacji-metra-promocja-ID44rl2.html#2a80e35130,2 pokoje 18 min autobusem do stacji metra Promocja,2,269000.0,6037.0,44.56,BIAŁOŁĘKA
157,160,42MXW,https://www.otodom.pl/oferta/apartament-4-pokojowy-w-centrum-bezposrednio-ID42MXW.html#2a80e35130,apartament 4-pokojowy w Centrum bezposrednio,4,1390000.0,10000.0,139.0,ŚRÓDMIEŚCIE
158,161,43WDe,https://www.otodom.pl/oferta/81m2-z-niepowtarzalnym-widokiem-os-sakura-ID43WDe.html#2a80e35130,"81m2 z niepowtarzalnym widokiem, os Sakura",3,1130000.0,13951.0,81.0,MOKOTÓW
159,162,44rks,https://www.otodom.pl/oferta/jak-zlota-44-cosmopolitan-odicz-70-000zl-vat-ID44rks.html#2a80e35130,jak Złota 44 & Cosmopolitan Odicz 70 000zł Vat !,2,325000.0,10484.0,31.0,ŚRÓDMIEŚCIE
160,163,44rkr,https://www.otodom.pl/oferta/penthouse-w-nowoczesnym-budynku-apartamentowym-ID44rkr.html#2a80e35130,Penthouse w nowoczesnym budynku Apartamentowym,4,950000.0,9500.0,100.0,WOLA
161,164,44rkq,https://www.otodom.pl/oferta/goraca-oferta-apartament-3-pokoje-z-tarasem-ID44rkq.html#2a80e35130,Gorąca Oferta - Apartament 3 pokoje z Tarasem,3,570000.0,9828.0,58.0,WOLA
162,165,44rko,https://www.otodom.pl/oferta/kawalerka-w-budynku-premium-ID44rko.html#2a80e35130,kawalerka w budynku premium,1,230000.0,10952.0,21.0,WOLA
163,166,44rkp,https://www.otodom.pl/oferta/przy-metrze-mieszkanie-3-pokoje-z-klimatyzacja-ID44rkp.html#2a80e35130,Przy Metrze! Mieszkanie 3 pokoje z Klimatyzacją,3,629000.0,9984.0,63.0,WOLA
164,167,44rkn,https://www.otodom.pl/oferta/nowosc-atrakcyjna-lokalizacja-cena-rozklad-ID44rkn.html#2a80e35130,"Nowość - Atrakcyjna Lokalizacja, Cena, Rozkład!!!",2,408000.0,11027.0,37.0,WOLA
165,168,44rk0,https://www.otodom.pl/oferta/wykonczone-mieszkanie-dwupokojowe-40-16-m2-ursus-ID44rk0.html#2a80e35130,"Wykończone mieszkanie dwupokojowe 40,16 m2 Ursus.",2,438000.0,10906.0,40.16,MAZOWIECKIE
166,169,44rk2,https://www.otodom.pl/oferta/mokotow-pieknie-urzadzone-ciche-bezposrednio-ID44rk2.html#2a80e35130,"Mokotów, pięknie urządzone, ciche. Bezpośrednio.",2,549000.0,13725.0,40.0,MOKOTÓW
167,170,44rk6,https://www.otodom.pl/oferta/okazja-cicho-galeria-mokotow-mordor-ID44rk6.html#2a80e35130,Okazja/Cicho/Galeria Mokotów/Mordor,2,450000.0,10321.0,43.6,MOKOTÓW
168,171,44rjX,https://www.otodom.pl/oferta/nowy-apartament-na-zoliborzu-stan-deweloperski-ID44rjX.html#2a80e35130,"Nowy apartament na Żoliborzu, stan deweloperski!",2,758000.0,12500.0,60.64,ŻOLIBORZ
169,172,44rjq,https://www.otodom.pl/oferta/zamkniete-osiedle-2-miejsca-postojowe-kominek-ID44rjq.html#2a80e35130,"Zamknięte osiedle, 2 miejsca postojowe, *kominek*",4,699000.0,7854.0,89.0,BIAŁOŁĘKA
170,173,44rjm,https://www.otodom.pl/oferta/dwa-pokoje-na-tarchominie-w-super-lokalizacji-ID44rjm.html#2a80e35130,Dwa pokoje na Tarchominie w super lokalizacji,2,357000.0,7702.0,46.35,BIAŁOŁĘKA
171,176,44rj3,https://www.otodom.pl/oferta/mieszkanie-64-m-warszawa-ID44rj3.html#2a80e35130,"Mieszkanie, 64 m², Warszawa",4,540000.0,8438.0,64.0,MOKOTÓW
172,177,44rj0,https://www.otodom.pl/oferta/iii-poziomyunikattarasmetro-ID44rj0.html#2a80e35130,***III-poziomy*UNIKAT*Taras*METRO***,5,1800000.0,10465.0,172.0,PRAGA-PÓŁNOC
173,178,44hQ8,https://www.otodom.pl/oferta/apartament-w-kamienicy-w-doskonalej-lokalizacji-ID44hQ8.html#2a80e35130,Apartament w kamienicy - w doskonałej lokalizacji,2,690000.0,18158.0,38.0,ŻOLIBORZ
174,179,44riK,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-43-m2-na-ursusie-ID44riK.html#2a80e35130,2 pokojowe mieszkanie 43 m2 na Ursusie,2,356000.0,8227.0,43.27,URSUS
175,180,44riE,https://www.otodom.pl/oferta/2-osobne-pokoje-46-m2-bemowo-gotowe-do-wprowadzen-ID44riE.html#2a80e35130,2 osobne pokoje 46 m2 Bemowo- gotowe do wprowadzen,2,515200.0,11200.0,46.0,BEMOWO
176,181,44rhs,https://www.otodom.pl/oferta/jednopokojowe-typu-studio-po-generalnym-remoncie-ID44rhs.html#2a80e35130,Jednopokojowe Typu Studio po Generalnym Remoncie,1,325000.0,12500.0,26.0,ŻOLIBORZ
177,182,44rhe,https://www.otodom.pl/oferta/3-pokoje-wola-ul-antka-rozpylacza-ID44rhe.html#2a80e35130,3 pokoje Wola ul. Antka Rozpylacza,3,649000.0,11311.0,57.38,WOLA
178,183,44rh7,https://www.otodom.pl/oferta/atrakcyjne-mieszkanie-super-cena-ID44rh7.html#2a80e35130,Atrakcyjne mieszkanie!! Super cena!!,4,695894.0,8690.0,80.08,WILANÓW
179,184,41NnL,https://www.otodom.pl/oferta/piekne-mieszkanie-na-stegnach-z-kw-bezposrednio-ID41NnL.html#2a80e35130,Piękne mieszkanie na Stegnach z kw. BEZPOŚREDNIO,3,525000.0,9545.0,55.0,MOKOTÓW
180,185,44rgA,https://www.otodom.pl/oferta/mieszkanie-bielany-2016-r-gotowe-bezposrednio-4pok-ID44rgA.html#2a80e35130,Mieszkanie Bielany 2016 r.gotowe BEZPOŚREDNIO 4pok,4,699000.0,11969.0,58.4,BIELANY
181,186,44d6M,https://www.otodom.pl/oferta/lake-park-58-m2-pieskowa-skala-11-3-pokoje-ID44d6M.html#2a80e35130,Lake Park 58 m2 Pieskowa skała 11 3 pokoje,3,641000.0,11052.0,58.0,URSYNÓW
182,187,435ux,https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-mokotow-ID435ux.html#2a80e35130,"Mieszkanie na sprzedaż, Mokotów",2,1020000.0,21702.0,47.0,MOKOTÓW
183,188,43zNy,https://www.otodom.pl/oferta/apartament-na-sprzedaz-mokotow-sulkowicka-ID43zNy.html#2a80e35130,"Apartament na sprzedaż Mokotów, Sułkowicka",3,1750000.0,13672.0,128.0,MOKOTÓW
184,189,44rg9,https://www.otodom.pl/oferta/super-stan-swietna-lokalizacja-klima-skm-metro-ID44rg9.html#2a80e35130,Super stan/świetna lokalizacja klima/SKM/Metro,2,463000.0,9976.0,46.41,WŁOCHY
185,190,42V5s,https://www.otodom.pl/oferta/apartament-w-kamienicy-ul-wspolna-50-2-duze-tarasy-ID42V5s.html#2a80e35130,Apartament w kamienicy ul Wspólna 50 2 duże tarasy,5,3520000.0,20000.0,176.0,ŚRÓDMIEŚCIE
186,191,42Vb4,https://www.otodom.pl/oferta/apartament-w-kamienicy-ul-wspolna-50-taras-18m2-ID42Vb4.html#2a80e35130,Apartament w kamienicy ul. Wspólna 50 taras 18m2,3,1675000.0,20010.0,83.71,WESOŁA
187,192,42X0O,https://www.otodom.pl/oferta/mieszkanie-58-m-warszawa-ID42X0O.html#2a80e35130,"Mieszkanie, 58 m², Warszawa",2,696000.0,12000.0,58.0,WOLA
188,193,42X39,https://www.otodom.pl/oferta/mieszkanie-112-m-warszawa-ID42X39.html#2a80e35130,"Mieszkanie, 112 m², Warszawa",4,1900000.0,16964.0,112.0,MOKOTÓW
189,194,42Aim,https://www.otodom.pl/oferta/wyjatkowe-mieszkanie-na-sprzedaz-mokotow-ID42Aim.html#2a80e35130,"Wyjątkowe mieszkanie na sprzedaż, Mokotów",2,998000.0,19435.0,51.35,MOKOTÓW
190,195,42RJC,https://www.otodom.pl/oferta/super-apartament-pod-skocznia-warszawa-ID42RJC.html#2a80e35130,"Super Apartament Pod Skocznią,Warszawa",3,2220000.0,15000.0,148.0,MOKOTÓW
191,196,42V2q,https://www.otodom.pl/oferta/apartament-w-kamienicy-ul-wspolna-50-taras-39m2-ID42V2q.html#2a80e35130,Apartament w kamienicy ul. Wspólna 50 taras 39m2,2,1850000.0,20030.0,92.36,WESOŁA
192,197,41Swy,https://www.otodom.pl/oferta/unikatowy-loft-w-sercu-mokotowa-ID41Swy.html#2a80e35130,Unikatowy loft w sercu Mokotowa,4,2650000.0,17097.0,155.0,MOKOTÓW
193,198,429hP,https://www.otodom.pl/oferta/penthouse-platinum-towers-taras-widok-ID429hP.html#2a80e35130,Penthouse Platinum Towers +Taras+ Widok!,3,7500000.0,38824.0,193.18,ŚRÓDMIEŚCIE
194,199,42brc,https://www.otodom.pl/oferta/mieszkanie-58-m-warszawa-ID42brc.html#2a80e35130,"Mieszkanie, 58 m², Warszawa",2,696000.0,12000.0,58.0,WOLA
195,200,41li6,https://www.otodom.pl/oferta/luksusowy-apartament-na-sprzedaz-mokotow-ID41li6.html#2a80e35130,Luksusowy apartament na sprzedaż Mokotów,3,1298000.0,13957.0,93.0,MOKOTÓW
196,201,40UiC,https://www.otodom.pl/oferta/apartament-w-zlotej-44-english-offer-ID40UiC.html#2a80e35130,Apartament w Złotej 44 / English Offer,2,3350000.0,32212.0,104.0,ŚRÓDMIEŚCIE
197,202,3XFev,https://www.otodom.pl/oferta/przestronny-apartament-z-oranzeria-na-powislu-ID3XFev.html#2a80e35130,Przestronny apartament z oranżerią na Powiślu,5,2990000.0,19035.0,157.08,ŚRÓDMIEŚCIE
198,203,3Z8Bq,https://www.otodom.pl/oferta/apartament-w-stylu-industrialnym-eko-park-ID3Z8Bq.html#2a80e35130,Apartament w stylu industrialnym Eko Park,3,1790000.0,19889.0,90.0,MOKOTÓW
199,204,3PyWy,https://www.otodom.pl/oferta/apartament-z-5-sypialniami-i-oranzeria-na-powislu-ID3PyWy.html#2a80e35130,Apartament z 5 sypialniami i oranżerią na Powiślu,8,3990000.0,18783.0,212.43,ŚRÓDMIEŚCIE
