,Lp,code,url,title,rooms,price,price_m2,area,district
200,205,3QON6,https://www.otodom.pl/oferta/apartament-parkowa-19-najlepszy-adres-w-warszawie-ID3QON6.html#2a80e35130,Apartament Parkowa 19-Najlepszy Adres W Warszawie,5,6500000.0,32056.0,202.77,ŚRÓDMIEŚCIE
201,206,3S5Mc,https://www.otodom.pl/oferta/eng-luksusowy-apartament-multico-residence-ID3S5Mc.html#2a80e35130,Eng! Luksusowy Apartament Multico Residence,5,7500000.0,26786.0,280.0,ŻOLIBORZ
202,207,3PluA,https://www.otodom.pl/oferta/ekskluyzywny-apartament-cosmopolitan-eng-ID3PluA.html#2a80e35130,Ekskluyzywny Apartament Cosmopolitan/ Eng !,4,6600000.0,40416.0,163.3,ŚRÓDMIEŚCIE
203,208,3CtxS,https://www.otodom.pl/oferta/apartament-w-multico-residence-ID3CtxS.html#2a80e35130,Apartament w Multico Residence,4,3900000.0,18750.0,208.0,ŻOLIBORZ
204,209,2m96B,https://www.otodom.pl/oferta/mieszkanie-190-m-warszawa-ID2m96B.html#2a80e35130,"Mieszkanie, 190 m², Warszawa",3,2990000.0,15737.0,190.0,BIELANY
205,210,44pe1,https://www.otodom.pl/oferta/prestizowy-apartament-na-warszawskim-mokotowie-ID44pe1.html#2a80e35130,Prestiżowy apartament na warszawskim Mokotowie,2,1149000.0,17677.0,65.0,MOKOTÓW
206,211,446JZ,https://www.otodom.pl/oferta/kawalerka-studio-32m2-34m2-ogrodek-wola-yana-ID446JZ.html#2a80e35130,Kawalerka/ STUDIO 32m2 + 34m2 ogródek - WOLA YANA,1,364999.0,11374.0,32.09,WOLA
207,212,44bZ4,https://www.otodom.pl/oferta/piekny-ogrodek-sloneczne-idealny-rozklad-ID44bZ4.html#2a80e35130,"Piękny ogródek, słoneczne, idealny rozkład",2,667275.0,13660.0,48.85,ŚRÓDMIEŚCIE
208,213,41Qr1,https://www.otodom.pl/oferta/piekny-apartament-w-parku-koziorozca-ID41Qr1.html#2a80e35130,Piękny apartament w Parku Koziorożca,3,820000.0,12239.0,67.0,WŁOCHY
209,214,44rf3,https://www.otodom.pl/oferta/mieszkanie-25-77-m-warszawa-ID44rf3.html#2a80e35130,"Mieszkanie, 25,77 m², Warszawa",1,332433.0,12900.0,25.77,MOKOTÓW
210,215,44p8P,https://www.otodom.pl/oferta/basen-klima-jacuzzi-sauna-silownia-widok-nacentrum-ID44p8P.html#2a80e35130,Basen Klima Jacuzzi Sauna Siłownia Widok naCentrum,2,449500.0,9989.0,45.0,URSUS
211,216,44reD,https://www.otodom.pl/oferta/mieszkanie-53-24-m-ul-sarmacka-1-sprzedam-ID44reD.html#2a80e35130,"Mieszkanie 53,24 m ul. Sarmacka 1 sprzedam",2,650000.0,12209.0,53.24,WILANÓW
212,217,44rep,https://www.otodom.pl/oferta/mieszkanie-49m2-z-tarasem-garazem-i-komorka-lok-ID44rep.html#2a80e35130,"Mieszkanie 49m2 z tarasem, garażem i komórką lok.",2,549000.0,11357.0,48.34,BIAŁOŁĘKA
213,218,44gvI,https://www.otodom.pl/oferta/ekskluzywny-apartament-otoczony-zielenia-ID44gvI.html#2a80e35130,Ekskluzywny apartament otoczony zielenią,4,850000.0,10241.0,83.0,WAWER
214,219,44mcg,https://www.otodom.pl/oferta/mieszkanie-w-spokojnej-okolicy-z-ogrodem-230-m2-ID44mcg.html#2a80e35130,Mieszkanie w spokojnej okolicy z ogrodem 230 m2,3,695000.0,6619.0,105.0,BIAŁOŁĘKA
215,220,44ljH,https://www.otodom.pl/oferta/piekne-mieszkanie-blisko-metra-ID44ljH.html#2a80e35130,Piękne mieszkanie blisko metra,2,645000.0,15000.0,43.0,WOLA
216,221,44gx3,https://www.otodom.pl/oferta/nowoczesne-mieszkanie-z-ogrodem-100-m2-ID44gx3.html#2a80e35130,Nowoczesne mieszkanie z ogrodem 100 m2,3,615000.0,11182.0,55.0,PRAGA-POŁUDNIE
217,222,44nhC,https://www.otodom.pl/oferta/stylowe-mieszkanie-gorny-mokotow-ID44nhC.html#2a80e35130,Stylowe mieszkanie - Górny Mokotów,2,580000.0,13810.0,42.0,MOKOTÓW
218,223,44gtV,https://www.otodom.pl/oferta/ekskluzywne-osiedle-na-warszawskim-wilanowie-ID44gtV.html#2a80e35130,Ekskluzywne osiedle na warszawskim Wilanowie,3,534400.0,8718.0,61.3,WILANÓW
219,224,44reo,https://www.otodom.pl/oferta/mieszkanie-31-31-m-warszawa-ID44reo.html#2a80e35130,"Mieszkanie, 31,31 m², Warszawa",2,394506.0,12600.0,31.31,MOKOTÓW
220,225,44guZ,https://www.otodom.pl/oferta/unikatowe-osiedle-w-poblizu-lazienek-krolewskich-ID44guZ.html#2a80e35130,Unikatowe osiedle w pobliżu Łazienek Królewskich,1,528735.0,16648.0,31.76,ŚRÓDMIEŚCIE
221,226,44hhR,https://www.otodom.pl/oferta/mieszkanie-na-pradze-poludnie-dla-wymagajacych-ID44hhR.html#af330f76b5,Mieszkanie na Pradze-Południe dla wymagających!,3,629000.0,10483.0,60.0,PRAGA-POŁUDNIE
222,227,44gBB,https://www.otodom.pl/oferta/3-osobne-pokoje-55-6m2-bielany-ul-kochanowskiego-ID44gBB.html#af330f76b5,"3 osobne pokoje,55,6m2,Bielany,ul. Kochanowskiego",3,588000.0,10500.0,56.0,BIELANY
223,228,42s0I,https://www.otodom.pl/oferta/sierakowskiego-4-205-ID42s0I.html#af330f76b5,Sierakowskiego 4 205,1,,,35.03,PRAGA-PÓŁNOC
224,229,43Bc6,https://www.otodom.pl/oferta/polczynska-lazurowa-nowe-2-pokojowe-z-ogrodkiem-ID43Bc6.html#af330f76b5,"Połczyńska/Lazurowa, nowe 2-pokojowe z ogródkiem",2,499000.0,12269.0,40.67,BEMOWO
225,230,44m6H,https://www.otodom.pl/oferta/sloneczne-mieszkanie-na-wilanowie-ID44m6H.html#af330f76b5,Słoneczne mieszkanie na Wilanowie,2,516000.0,12694.0,40.65,WILANÓW
226,231,43WKA,https://www.otodom.pl/oferta/nowy-apartament-na-zoliborzu-do-zakupu-od-zaraz-ID43WKA.html#af330f76b5,"Nowy apartament na Żoliborzu, do zakupu od zaraz!",2,758000.0,12500.0,60.64,ŻOLIBORZ
227,232,44gvW,https://www.otodom.pl/oferta/przestronne-mieszkanie-na-warszawskiej-woli-ID44gvW.html#af330f76b5,Przestronne mieszkanie na warszawskiej Woli,4,515000.0,8879.0,58.0,WOLA
228,233,44gx5,https://www.otodom.pl/oferta/dwustronne-mieszkanie-gotowe-do-zamieszkania-ID44gx5.html#af330f76b5,Dwustronne mieszkanie gotowe do zamieszkania,3,480000.0,10000.0,48.0,ŻOLIBORZ
229,234,44gvz,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-blisko-parku-ID44gvz.html#af330f76b5,3-pokojowe mieszkanie blisko Parku,3,455000.0,7459.0,61.0,PRAGA-POŁUDNIE
230,235,44ljG,https://www.otodom.pl/oferta/stylowo-wykonczone-mieszkanie-zeran-ID44ljG.html#af330f76b5,Stylowo wykończone mieszkanie - Żerań,2,450000.0,9375.0,48.0,BIAŁOŁĘKA
231,236,44gwB,https://www.otodom.pl/oferta/spokojne-i-zielone-osiedle-ursus-warszawa-ID44gwB.html#af330f76b5,Spokojne i zielone osiedle - Ursus Warszawa,3,447000.0,7583.0,58.95,URSUS
232,237,44gwX,https://www.otodom.pl/oferta/inwestycja-w-prestizowej-dzielnicy-warszawy-ID44gwX.html#af330f76b5,Inwestycja w prestiżowej dzielnicy Warszawy,2,437243.0,12390.0,35.29,MOKOTÓW
233,238,44d5L,https://www.otodom.pl/oferta/dwupoziomowe-142m2-na-kabatach-przy-ul-jezewskiego-ID44d5L.html#af330f76b5,Dwupoziomowe 142m2 na Kabatach przy ul.Jeżewskiego,4,1690000.0,11901.0,142.0,URSYNÓW
234,239,44gv0,https://www.otodom.pl/oferta/prestizowa-inwestycja-na-warszawskim-mokotowie-ID44gv0.html#af330f76b5,Prestiżowa inwestycja na warszawskim Mokotowie,1,397465.3,14328.0,27.74,MOKOTÓW
235,240,446FI,https://www.otodom.pl/oferta/rewelacyjne-3-pokoje-z-balkonem-cegla-bezposrednio-ID446FI.html#af330f76b5,Rewelacyjne 3 pokoje z balkonem cegła Bezpośrednio,3,519900.0,10992.0,47.3,BIELANY
236,241,44gv9,https://www.otodom.pl/oferta/przestronne-dobrze-skomunikowane-mieszkanie-ID44gv9.html#af330f76b5,"Przestronne, dobrze skomunikowane mieszkanie",1,395000.0,10676.0,37.0,WŁOCHY
237,242,44k4H,https://www.otodom.pl/oferta/mieszkanie-otoczone-zielenia-mokotow-ID44k4H.html#af330f76b5,"Mieszkanie otoczone zielenią, Mokotów",1,395000.0,12742.0,31.0,MOKOTÓW
238,243,44gwR,https://www.otodom.pl/oferta/nowoczesne-osiedle-z-dogodna-komunikacja-warszawa-ID44gwR.html#af330f76b5,Nowoczesne osiedle z dogodną komunikacją -Warszawa,1,359463.0,13105.0,27.43,MOKOTÓW
239,244,43P8O,https://www.otodom.pl/oferta/bezposrednio-2-pokoje-balkon-srodmiescie-powisle-ID43P8O.html#af330f76b5,BEZPOŚREDNIO 2 pokoje Balkon Śródmieście - Powiśle,2,499000.0,16633.0,30.0,ŚRÓDMIEŚCIE
240,245,44gwC,https://www.otodom.pl/oferta/osiedle-na-warszawskiej-pradze-wsrod-zieleni-ID44gwC.html#af330f76b5,Osiedle na warszawskiej Pradze wśród zieleni,1,328000.0,10646.0,30.81,PRAGA-POŁUDNIE
241,246,3XFSs,https://www.otodom.pl/oferta/3-pokoje-tarchomin-nowodwory-ID3XFSs.html#af330f76b5,3 pokoje__Tarchomin__Nowodwory,3,370000.0,7184.0,51.5,MAZOWIECKIE
242,247,44gvk,https://www.otodom.pl/oferta/prestizowa-inwestycja-na-bialolece-ID44gvk.html#af330f76b5,Prestiżowa inwestycja na Białołęce,2,325401.0,7900.0,41.19,BIAŁOŁĘKA
243,248,44r1T,https://www.otodom.pl/oferta/nowoczesne-osiedle-na-warszawskiej-bialolece-ID44r1T.html#af330f76b5,Nowoczesne osiedle na warszawskiej Białołęce.,2,291747.0,7900.0,36.93,REMBERTÓW
244,249,44gwJ,https://www.otodom.pl/oferta/ciche-osiedle-na-przedmiesciach-warszawy-ID44gwJ.html#af330f76b5,Ciche osiedle na przedmieściach Warszawy,2,284877.0,8100.0,35.17,REMBERTÓW
245,250,44rdX,https://www.otodom.pl/oferta/sloneczna-kawalerka-balkon-raclawicka-ID44rdX.html#af330f76b5,Słoneczna Kawalerka + Balkon/ Racławicka,1,299900.0,10711.0,28.0,OCHOTA
246,251,43PU3,https://www.otodom.pl/oferta/3-4-pok-kepa-potocka-gwiazdzista-wlasciciel-bezp-ID43PU3.html#af330f76b5,3-4 pok. Kępa Potocka Gwiaździsta właściciel bezp.,4,1399000.0,12753.0,109.7,ŻOLIBORZ
247,252,44r1Q,https://www.otodom.pl/oferta/nowoczesne-osiedle-na-warszawskiej-bialolece-ID44r1Q.html#af330f76b5,Nowoczesne osiedle na warszawskiej Białołęce.,2,284600.0,7838.0,36.31,BIAŁOŁĘKA
248,253,44r1W,https://www.otodom.pl/oferta/apartament-w-zrewitalizowanej-kamienicy-praga-ID44r1W.html#af330f76b5,Apartament w zrewitalizowanej kamienicy - Praga.,1,281911.2,12120.0,23.26,PRAGA-POŁUDNIE
249,254,42SGX,https://www.otodom.pl/oferta/nowe-mieszkanie-tarchomin-ID42SGX.html#af330f76b5,Nowe mieszkanie!!! Tarchomin,2,285000.0,6786.0,42.0,BIAŁOŁĘKA
250,255,43DKn,https://www.otodom.pl/oferta/bezposrednio-mieszkanie-warszawa-wola-dzielna-ID43DKn.html#af330f76b5,"BEZPOŚREDNIO! Mieszkanie Warszawa, Wola, Dzielna",4,1128800.0,11288.0,100.0,WOLA
251,256,44gwI,https://www.otodom.pl/oferta/ciche-osiedle-na-przedmiesciach-warszawy-ID44gwI.html#af330f76b5,Ciche osiedle na przedmieściach Warszawy,2,277843.0,7900.0,35.17,REMBERTÓW
252,257,43h45,https://www.otodom.pl/oferta/nowe-okazja-39-48m2-2-pokoje-ID43h45.html#af330f76b5,Nowe!!! okazja!!!____ 39-48m2 ___2 pokoje,2,292000.0,7300.0,40.0,BIAŁOŁĘKA
253,258,43cn1,https://www.otodom.pl/oferta/3-pokoje-tarchomin-ID43cn1.html#af330f76b5,3 pokoje Tarchomin,3,368000.0,7077.0,52.0,BIAŁOŁĘKA
254,259,44gwH,https://www.otodom.pl/oferta/ciche-osiedle-na-przedmiesciach-warszawy-ID44gwH.html#af330f76b5,Ciche osiedle na przedmieściach Warszawy,2,259515.0,7900.0,32.85,REMBERTÓW
255,260,44r1R,https://www.otodom.pl/oferta/nowoczesne-osiedle-na-warszawskiej-bialolece-ID44r1R.html#af330f76b5,Nowoczesne osiedle na warszawskiej Białołęce.,1,259100.0,8910.0,29.08,BIAŁOŁĘKA
256,261,44rdS,https://www.otodom.pl/oferta/mieszkanie-31-28-m-warszawa-ID44rdS.html#af330f76b5,"Mieszkanie, 31,28 m², Warszawa",1,400384.0,12800.0,31.28,MOKOTÓW
257,263,42ZYl,https://www.otodom.pl/oferta/3-pokoje-przy-otwartej-stacji-metra-trocka-ID42ZYl.html#af330f76b5,3 Pokoje Przy Otwartej Stacji Metra Trocka,3,409000.0,7304.0,56.0,TARGÓWEK
258,264,44p7A,https://www.otodom.pl/oferta/3-pokoje-69m2-ursynow-metro-do-zamieszkania-ID44p7A.html#af330f76b5,"3 pokoje 69m2 Ursynów, metro, do zamieszkania.",3,720000.0,10435.0,69.0,URSYNÓW
259,267,44rdL,https://www.otodom.pl/oferta/mieszkanie-40-88-m-warszawa-ID44rdL.html#af330f76b5,"Mieszkanie, 40,88 m², Warszawa",3,519176.0,12700.0,40.88,MOKOTÓW
260,272,44rdy,https://www.otodom.pl/oferta/zlota-44-piekny-apartament-u-szczytu-budynku-ID44rdy.html#af330f76b5,Złota 44 - Piękny apartament u szczytu budynku,4,15500000.0,65678.0,236.0,MAZOWIECKIE
261,273,44mdp,https://www.otodom.pl/oferta/rondo-daszynskiego-72-m2-wysoki-standard-3-pokoje-ID44mdp.html#af330f76b5,Rondo Daszyńskiego 72 m2 wysoki standard 3 pokoje,3,1080000.0,15000.0,72.0,WOLA
262,275,421dB,https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-warszawa-bialoleka-ID421dB.html#af330f76b5,"Mieszkanie na sprzedaż, Warszawa, Białołęka",2,460000.0,8519.0,54.0,BIAŁOŁĘKA
263,276,441Jd,https://www.otodom.pl/oferta/mieszkanie-nowoczesne-ciche-jasne-balaton-ID441Jd.html#af330f76b5,"Mieszkanie, nowoczesne, ciche, jasne, Balaton",3,775000.0,12514.0,61.93,PRAGA-POŁUDNIE
264,277,43Ocy,https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-stara-milosna-gosciniec-ID43Ocy.html#af330f76b5,"Mieszkanie na sprzedaż, Stara Miłosna, Gościniec",5,750000.0,6667.0,112.5,WESOŁA
265,278,43F1k,https://www.otodom.pl/oferta/warszawa-zielona-bialoleka-grodzisk-kawalerka-ID43F1k.html#af330f76b5,"Warszawa, Zielona Białołęka,Grodzisk, Kawalerka",1,305000.0,10627.0,28.7,BIAŁOŁĘKA
266,279,44axb,https://www.otodom.pl/oferta/gotowy-apartament-na-woli-przy-metrze-bezposrednio-ID44axb.html#af330f76b5,Gotowy Apartament na Woli przy metrze bezposrednio,4,845000.0,9883.0,85.5,WOLA
267,280,43F3f,https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-warszawa-bialoleka-zeran-ID43F3f.html#af330f76b5,"Mieszkanie na sprzedaż, Warszawa, Białołęka, Żerań",3,510000.0,8644.0,59.0,BIAŁOŁĘKA
268,281,43TX7,https://www.otodom.pl/oferta/mieszkanie-warszawa-bialoleka-kobialka-ID43TX7.html#af330f76b5,"Mieszkanie , Warszawa, Białołęka, Kobiałka",1,245000.0,7778.0,31.5,BIAŁOŁĘKA
269,282,43F24,https://www.otodom.pl/oferta/mieszkanie-targowek-mieszkalny-ul-sw-wincentego-ID43F24.html#af330f76b5,"Mieszkanie Targówek Mieszkalny, ul. Św. Wincentego",3,550000.0,8594.0,64.0,BIAŁOŁĘKA
270,283,44rde,https://www.otodom.pl/oferta/metro200mwkrotcegotowetaras45m2unikat-ID44rde.html#af330f76b5,*METRO200m*WkrótceGOTOWE*Taras45m2*UNIKAT*,4,1123000.0,14584.0,77.0,PRAGA-PÓŁNOC
271,284,42nmC,https://www.otodom.pl/oferta/kawalerka-2-pokoje-od-zaraz-balkon-ID42nmC.html#af330f76b5,kawalerka/2 pokoje*!!Od Zaraz!!*balkon,1,279000.0,9964.0,28.0,MOKOTÓW
272,285,431rX,https://www.otodom.pl/oferta/od-zaraz3-4-pokoje2-balkony-ID431rX.html#af330f76b5,Od Zaraz*3/4 pokoje*2 Balkony*,3,520000.0,9123.0,57.0,PRAGA-POŁUDNIE
273,286,43eVN,https://www.otodom.pl/oferta/2-pokojeod-zarazkamienicabalkonmetro-ID43eVN.html#af330f76b5,2 pokoje*Od Zaraz*kamienica*balkon*Metro*,2,390000.0,9750.0,40.0,BIELANY
274,287,43eYJ,https://www.otodom.pl/oferta/od-zarazmetrolazienki-krolewskie-ID43eYJ.html#af330f76b5,Od Zaraz*Metro*Łazienki Królewskie,2,460000.0,11220.0,41.0,MOKOTÓW
275,288,43zSb,https://www.otodom.pl/oferta/metronowe-budownictwo2pokoje49mmonitoring-24h-ID43zSb.html#af330f76b5,Metro*nowe budownictwo*2pokoje(49m)*monitoring 24h,2,430000.0,8776.0,49.0,BIELANY
276,289,43CyI,https://www.otodom.pl/oferta/metrokawalerka-2-pokoje-balkonciszaod-zaraz-ID43CyI.html#af330f76b5,*Metro*kawalerka/2 pokoje+balkon*cisza*od zaraz!,1,258000.0,8897.0,29.0,PRAGA-PÓŁNOC
277,290,44bFj,https://www.otodom.pl/oferta/metrokawalerkazielendo-wprowadzeniaod-zaraz-ID44bFj.html#af330f76b5,Metro*kawalerka*zieleń*do wprowadzenia*Od Zaraz,1,325000.0,12037.0,27.0,ŻOLIBORZ
278,291,43EEc,https://www.otodom.pl/oferta/super-apartament-3-pokoje-84-m2-na-biuro-od-zaraz-ID43EEc.html#af330f76b5,Super apartament 3 pokoje/84 m2/Na Biuro/Od zaraz,3,755000.0,8988.0,84.0,OCHOTA
279,292,43U1y,https://www.otodom.pl/oferta/mieszkanie-warszawa-bialoleka-zeran-ID43U1y.html#af330f76b5,"Mieszkanie , Warszawa, Białołęka,Żerań",1,330000.0,11000.0,30.0,BIAŁOŁĘKA
280,293,43PUW,https://www.otodom.pl/oferta/2-pokoje-49-m2-balkon-piwnica-cisza-ID43PUW.html#af330f76b5,"2 pokoje, 49 m2+ balkon+ piwnica, Cisza",2,503000.0,10265.0,49.0,OCHOTA
281,294,446Ws,https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-warszawa-bialoleka-ID446Ws.html#af330f76b5,"Mieszkanie na sprzedaż, Warszawa, Białołęka,",3,584800.0,8613.0,67.9,BIAŁOŁĘKA
282,295,442cW,https://www.otodom.pl/oferta/metro-kawalerka-loggia-po-remoncie-od-zaraz-cisza-ID442cW.html#af330f76b5,Metro/Kawalerka+ loggia/Po remoncie/Od zaraz/Cisza,1,355000.0,13654.0,26.0,MOKOTÓW
283,296,43pWP,https://www.otodom.pl/oferta/metro-targoweknowe-buddo-aranzacjiwidnepatio-ID43pWP.html#af330f76b5,Metro Targówek*Nowe bud*Do aranżacji*Widne*Patio,3,522000.0,7957.0,65.6,TARGÓWEK
284,297,44e4e,https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-warszawa-targowek-ID44e4e.html#af330f76b5,"Mieszkanie na sprzedaż, Warszawa, Targówek",3,520000.0,8638.0,60.2,TARGÓWEK
285,298,43C8N,https://www.otodom.pl/oferta/metro-inwestycja-2kawalerki-3pokoje-tanio-cisza-ID43C8N.html#af330f76b5,Metro!/Inwestycja/2kawalerki+3pokoje/Tanio/Cisza,3,529000.0,8015.0,66.0,TARGÓWEK
286,299,44fHT,https://www.otodom.pl/oferta/segment-na-sprzedaz-warszawa-bialoleka-okazja-ID44fHT.html#af330f76b5,"Segment na sprzedaż, Warszawa, Białołęka/OKAZJA",3,679999.0,10000.0,68.0,BIAŁOŁĘKA
287,300,43DZs,https://www.otodom.pl/oferta/metro-trockado-aranzacjiwidnecichetanio-ID43DZs.html#af330f76b5,Metro Trocka*do aranżacji*widne*ciche*tanio!,3,435000.0,7909.0,55.0,TARGÓWEK
288,301,44eFd,https://www.otodom.pl/oferta/300-m-penthouse-na-mokotowie-ID44eFd.html#47b1d12246,300 M Penthouse Na Mokotowie,4,5170000.0,17007.0,304.0,MOKOTÓW
289,302,42EAp,https://www.otodom.pl/oferta/komfortowe-mieszkanie-z-dwoma-balkonami-ID42EAp.html#47b1d12246,Komfortowe mieszkanie z dwoma balkonami!,4,1199000.0,11942.0,100.4,PRAGA-POŁUDNIE
290,303,43UMX,https://www.otodom.pl/oferta/apartament-z-widokiem-na-park-krasinskich-ID43UMX.html#47b1d12246,Apartament z widokiem na park Krasińskich,3,2990000.0,23730.0,126.0,ŚRÓDMIEŚCIE
291,304,44jTv,https://www.otodom.pl/oferta/metro-rozkladowe-do-aranzacji-od-zaraz-ID44jTv.html#47b1d12246,Metro!-Rozkładowe-Do Aranżacji-Od zaraz,3,452000.0,8523.0,53.03,TARGÓWEK
292,305,44kX7,https://www.otodom.pl/oferta/30m-od-metra3-poziomynowe-bud2-mjsc-postojowe-ID44kX7.html#47b1d12246,*30m od Metra*3 Poziomy*Nowe Bud*2 mjsc postojowe*,4,699000.0,6860.0,101.9,TARGÓWEK
293,306,44qYF,https://www.otodom.pl/oferta/stylowe-mieszkania-ustawne-sprawdz-oferty-taras-ID44qYF.html#47b1d12246,Stylowe mieszkania_ustawne_sprawdź oferty_taras,2,350000.0,10938.0,32.0,ŚRÓDMIEŚCIE
294,307,44qYM,https://www.otodom.pl/oferta/kawalerka-w-26-pietrowym-apartamentowcu-na-woli-ID44qYM.html#47b1d12246,Kawalerka w 26 piętrowym apartamentowcu na Woli,1,228500.0,12694.0,18.0,ŚRÓDMIEŚCIE
295,308,44p2z,https://www.otodom.pl/oferta/2-pokoje-kuchnia-od-zaraz-widne-rozkladowe-ID44p2z.html#47b1d12246,2 pokoje+kuchnia - Od zaraz! - Widne – Rozkładowe,2,339000.0,8539.0,39.7,TARGÓWEK
296,309,44qYz,https://www.otodom.pl/oferta/przytulne-i-funkcjonalne-mieszkanie-zainwestuj-ID44qYz.html#47b1d12246,Przytulne i funkcjonalne mieszkanie_ZAINWESTUJ,2,404600.0,10647.0,38.0,ŚRÓDMIEŚCIE
297,310,44qYs,https://www.otodom.pl/oferta/okazja-bezpieczenstwo-zakupu-sprawdzony-deweloper-ID44qYs.html#47b1d12246,OKAZJA! Bezpieczeństwo zakupu_sprawdzony deweloper,1,417600.0,15467.0,27.0,ŚRÓDMIEŚCIE
298,311,44qY3,https://www.otodom.pl/oferta/nowoczesne-mieszkania-w-swietnej-lokalizacji-ID44qY3.html#47b1d12246,NOWOCZESNE mieszkania w świetnej lokalizacji,2,534000.0,12419.0,43.0,ŚRÓDMIEŚCIE
299,312,44qXW,https://www.otodom.pl/oferta/jasne-przestronne-mieszkanie-w-apartamentowcu-ID44qXW.html#47b1d12246,"JASNE, przestronne mieszkanie w apartamentowcu",3,685000.0,11048.0,62.0,WOLA
